Date,Days_Since_Start,Smartphone_Users_Millions,Data_Consumption_PB
2020-07-07,2379,237.06,229.55
2020-07-08,2380,235.5,226.09
2020-07-09,2381,233.66,220.95
2020-07-10,2382,234.3,215.06
2020-07-11,2383,236.28,255.66
2020-07-12,2384,237.61,238.43
2020-07-13,2385,236.92,209.12
2020-07-14,2386,235.8,228.44
2020-07-15,2387,237.11,220.66
2020-07-16,2388,235.01,244.43
2020-07-17,2389,236.53,230.61
2020-07-18,2390,238.87,231.45
2020-07-19,2391,238.28,244.79
2020-07-20,2392,238.77,254.85
2020-07-21,2393,235.33,228.42
2020-07-22,2394,236.5,236.45
2020-07-23,2395,234.08,225.34
2020-07-24,2396,237.96,247.34
2020-07-25,2397,235.28,238.45
2020-07-26,2398,233.51,235.84
2020-07-27,2399,235.16,227.84
2020-07-28,2400,236.68,251.9
2020-07-29,2401,231.77,230.29
2020-07-30,2402,233.37,246.22
2020-07-31,2403,238.19,250.59
2020-08-01,2404,236.42,225.63
2020-08-02,2405,236.16,234.87
2020-08-03,2406,233.04,236.87
2020-08-04,2407,239.45,228.78
2020-08-05,2408,238.35,237.66
2020-08-06,2409,237.71,241.32
2020-08-07,2410,234.1,218.91
2020-08-08,2411,237.49,235.02
2020-08-09,2412,238.64,242.13
2020-08-10,2413,235.71,232.03
2020-08-11,2414,235.88,230.94
2020-08-12,2415,235.45,222.51
2020-08-13,2416,237.61,238.34
2020-08-14,2417,235.95,238.91
2020-08-15,2418,235.8,235.74
2020-08-16,2419,233.54,248.52
2020-08-17,2420,233.14,234.77
2020-08-18,2421,238.36,234.73
2020-08-19,2422,239.65,257.22
2020-08-20,2423,238.24,245.81
2020-08-21,2424,239.36,250.74
2020-08-22,2425,235.46,249.56
2020-08-23,2426,236.45,232.44
2020-08-24,2427,237.31,228.67
2020-08-25,2428,236.25,253.89
2020-08-26,2429,239.94,221.52
2020-08-27,2430,233.96,230.43
2020-08-28,2431,235.48,252.79
2020-08-29,2432,235.94,230.74
2020-08-30,2433,235.24,244.23
2020-08-31,2434,238.36,231.35
2020-09-01,2435,232.69,258.43
2020-09-02,2436,238.97,239.1
2020-09-03,2437,238.52,247.65
2020-09-04,2438,237.36,225.41
2020-09-05,2439,239.54,247.74
2020-09-06,2440,241.46,248.84
2020-09-07,2441,237.14,234.0
2020-09-08,2442,238.26,246.28
2020-09-09,2443,237.6,236.87
2020-09-10,2444,237.87,243.18
2020-09-11,2445,235.84,232.57
2020-09-12,2446,235.42,232.77
2020-09-13,2447,238.1,227.21
2020-09-14,2448,235.86,242.08
2020-09-15,2449,238.78,237.97
2020-09-16,2450,238.53,232.9
2020-09-17,2451,236.06,254.3
2020-09-18,2452,237.69,239.46
2020-09-19,2453,237.14,237.43
2020-09-20,2454,236.73,231.32
2020-09-21,2455,239.28,249.87
2020-09-22,2456,237.12,240.43
2020-09-23,2457,237.52,231.0
2020-09-24,2458,233.19,233.32
2020-09-25,2459,238.28,245.67
2020-09-26,2460,234.22,237.71
2020-09-27,2461,236.34,249.99
2020-09-28,2462,240.35,251.82
2020-09-29,2463,240.71,263.78
2020-09-30,2464,236.38,231.98
2020-10-01,2465,234.67,236.7
2020-10-02,2466,237.99,237.41
2020-10-03,2467,236.41,236.19
2020-10-04,2468,237.9,240.49
2020-10-05,2469,234.55,233.66
2020-10-06,2470,239.49,250.06
2020-10-07,2471,240.37,229.61
2020-10-08,2472,234.4,237.63
2020-10-09,2473,235.76,244.45
2020-10-10,2474,235.93,248.34
2020-10-11,2475,238.8,240.56
2020-10-12,2476,233.42,239.53
2020-10-13,2477,237.78,240.51
2020-10-14,2478,236.92,244.2
2020-10-15,2479,235.81,236.69
2020-10-16,2480,238.82,247.97
2020-10-17,2481,233.53,250.04
2020-10-18,2482,234.71,258.31
2020-10-19,2483,235.89,235.28
2020-10-20,2484,238.89,249.4
2020-10-21,2485,236.79,242.1
2020-10-22,2486,235.85,242.87
2020-10-23,2487,238.48,236.39
2020-10-24,2488,236.58,240.48
2020-10-25,2489,236.26,244.67
2020-10-26,2490,236.96,239.95
2020-10-27,2491,238.26,236.76
2020-10-28,2492,242.99,256.7
2020-10-29,2493,235.44,239.8
2020-10-30,2494,238.19,238.5
2020-10-31,2495,237.34,240.31
2020-11-01,2496,237.15,237.84
2020-11-02,2497,240.72,235.42
2020-11-03,2498,239.25,246.83
2020-11-04,2499,239.06,239.25
2020-11-05,2500,236.84,227.46
2020-11-06,2501,236.07,249.14
2020-11-07,2502,238.36,237.56
2020-11-08,2503,237.22,225.8
2020-11-09,2504,236.66,238.83
2020-11-10,2505,239.17,234.59
2020-11-11,2506,235.43,240.42
2020-11-12,2507,236.41,227.65
2020-11-13,2508,239.45,237.69
2020-11-14,2509,237.73,224.2
2020-11-15,2510,239.24,228.0
2020-11-16,2511,236.22,240.07
2020-11-17,2512,239.35,236.05
2020-11-18,2513,236.54,254.43
2020-11-19,2514,240.68,235.5
2020-11-20,2515,239.57,243.5
2020-11-21,2516,238.94,228.78
2020-11-22,2517,241.1,257.82
2020-11-23,2518,238.74,241.66
2020-11-24,2519,236.8,224.6
2020-11-25,2520,241.18,245.56
2020-11-26,2521,238.79,236.51
2020-11-27,2522,240.55,264.03
2020-11-28,2523,238.43,251.91
2020-11-29,2524,240.47,235.05
2020-11-30,2525,236.44,246.62
2020-12-01,2526,235.66,243.75
2020-12-02,2527,235.39,235.33
2020-12-03,2528,239.73,239.05
2020-12-04,2529,234.31,235.46
2020-12-05,2530,234.69,228.71
2020-12-06,2531,235.43,241.79
2020-12-07,2532,238.74,236.7
2020-12-08,2533,239.17,241.05
2020-12-09,2534,236.69,236.47
2020-12-10,2535,239.9,235.48
2020-12-11,2536,238.98,260.97
2020-12-12,2537,240.78,246.26
2020-12-13,2538,240.27,249.61
2020-12-14,2539,237.02,267.02
2020-12-15,2540,238.81,241.47
2020-12-16,2541,238.1,234.35
2020-12-17,2542,239.37,225.47
2020-12-18,2543,238.87,227.91
2020-12-19,2544,238.53,247.93
2020-12-20,2545,239.92,229.16
2020-12-21,2546,238.63,221.62
2020-12-22,2547,239.99,243.32
2020-12-23,2548,238.61,241.08
2020-12-24,2549,238.24,258.24
2020-12-25,2550,240.42,229.01
2020-12-26,2551,240.49,253.53
2020-12-27,2552,241.08,220.96
2020-12-28,2553,239.88,255.61
2020-12-29,2554,238.21,244.45
2020-12-30,2555,239.03,232.98
2020-12-31,2556,238.98,254.47
2021-01-01,2557,235.17,240.96
2021-01-02,2558,236.46,246.24
2021-01-03,2559,241.76,245.01
2021-01-04,2560,238.61,253.42
2021-01-05,2561,233.05,244.2
2021-01-06,2562,238.52,232.7
2021-01-07,2563,239.09,233.91
2021-01-08,2564,236.33,232.08
2021-01-09,2565,243.34,253.79
2021-01-10,2566,241.06,250.28
2021-01-11,2567,240.45,246.56
2021-01-12,2568,238.47,239.96
2021-01-13,2569,239.82,237.58
2021-01-14,2570,240.56,247.34
2021-01-15,2571,239.84,251.56
2021-01-16,2572,237.57,249.22
2021-01-17,2573,239.29,259.09
2021-01-18,2574,239.19,259.99
2021-01-19,2575,239.53,239.62
2021-01-20,2576,236.88,266.18
2021-01-21,2577,239.49,258.14
2021-01-22,2578,238.99,245.87
2021-01-23,2579,239.46,246.96
2021-01-24,2580,239.41,248.72
2021-01-25,2581,236.15,235.59
2021-01-26,2582,240.74,237.76
2021-01-27,2583,240.54,244.72
2021-01-28,2584,236.38,237.34
2021-01-29,2585,238.88,214.81
2021-01-30,2586,237.38,248.01
2021-01-31,2587,238.19,223.65
2021-02-01,2588,241.1,248.13
2021-02-02,2589,240.17,240.61
2021-02-03,2590,243.08,240.17
2021-02-04,2591,239.32,250.96
2021-02-05,2592,236.92,233.43
2021-02-06,2593,239.39,233.95
2021-02-07,2594,234.3,242.37
2021-02-08,2595,242.73,248.38
2021-02-09,2596,239.71,236.89
2021-02-10,2597,240.09,236.57
2021-02-11,2598,239.51,236.42
2021-02-12,2599,237.52,245.35
2021-02-13,2600,238.99,247.58
2021-02-14,2601,237.67,250.32
2021-02-15,2602,238.23,241.62
2021-02-16,2603,239.91,235.13
2021-02-17,2604,236.86,248.73
2021-02-18,2605,242.54,272.24
2021-02-19,2606,237.15,257.85
2021-02-20,2607,240.94,234.87
2021-02-21,2608,238.02,250.2
2021-02-22,2609,236.82,240.51
2021-02-23,2610,240.07,243.31
2021-02-24,2611,239.64,241.4
2021-02-25,2612,238.87,235.32
2021-02-26,2613,239.2,228.73
2021-02-27,2614,238.09,247.21
2021-02-28,2615,240.18,234.5
2021-03-01,2616,238.39,237.74
2021-03-02,2617,239.39,240.15
2021-03-03,2618,241.57,246.66
2021-03-04,2619,236.74,237.57
2021-03-05,2620,238.24,241.64
2021-03-06,2621,238.04,238.76
2021-03-07,2622,237.81,245.33
2021-03-08,2623,236.72,245.49
2021-03-09,2624,238.87,258.23
2021-03-10,2625,239.73,250.0
2021-03-11,2626,239.21,238.38
2021-03-12,2627,236.27,247.29
2021-03-13,2628,240.81,254.47
2021-03-14,2629,240.87,239.85
2021-03-15,2630,239.62,239.04
2021-03-16,2631,237.51,220.54
2021-03-17,2632,237.8,257.84
2021-03-18,2633,243.39,249.01
2021-03-19,2634,242.96,260.62
2021-03-20,2635,240.49,230.18
2021-03-21,2636,237.74,219.9
2021-03-22,2637,242.08,249.69
2021-03-23,2638,239.94,236.63
2021-03-24,2639,242.93,249.03
2021-03-25,2640,238.47,236.13
2021-03-26,2641,240.56,253.61
2021-03-27,2642,239.22,241.23
2021-03-28,2643,241.15,244.43
2021-03-29,2644,238.41,248.66
2021-03-30,2645,241.51,241.98
2021-03-31,2646,238.93,240.55
2021-04-01,2647,237.94,255.91
2021-04-02,2648,240.86,245.03
2021-04-03,2649,240.21,247.66
2021-04-04,2650,235.55,246.7
2021-04-05,2651,239.69,246.16
2021-04-06,2652,239.99,250.44
2021-04-07,2653,240.17,264.38
2021-04-08,2654,243.88,259.29
2021-04-09,2655,238.55,230.41
2021-04-10,2656,239.81,223.55
2021-04-11,2657,236.48,234.06
2021-04-12,2658,236.97,219.74
2021-04-13,2659,238.75,217.81
2021-04-14,2660,239.64,234.9
2021-04-15,2661,239.52,235.64
2021-04-16,2662,241.2,248.26
2021-04-17,2663,241.4,251.18
2021-04-18,2664,241.97,268.64
2021-04-19,2665,239.65,238.27
2021-04-20,2666,240.97,240.38
2021-04-21,2667,238.58,246.68
2021-04-22,2668,240.74,257.04
2021-04-23,2669,240.99,243.88
2021-04-24,2670,239.05,236.0
2021-04-25,2671,233.65,214.04
2021-04-26,2672,238.78,253.04
2021-04-27,2673,245.22,247.58
2021-04-28,2674,239.91,261.04
2021-04-29,2675,238.85,262.81
2021-04-30,2676,240.35,264.83
2021-05-01,2677,242.37,252.24
2021-05-02,2678,240.83,255.15
2021-05-03,2679,239.77,232.35
2021-05-04,2680,237.64,248.15
2021-05-05,2681,239.62,241.96
2021-05-06,2682,237.84,254.4
2021-05-07,2683,240.94,241.26
2021-05-08,2684,243.26,246.22
2021-05-09,2685,242.37,239.57
2021-05-10,2686,239.1,263.24
2021-05-11,2687,238.33,245.72
2021-05-12,2688,237.53,234.06
2021-05-13,2689,241.21,243.03
2021-05-14,2690,241.48,234.39
2021-05-15,2691,241.93,259.43
2021-05-16,2692,241.05,259.0
2021-05-17,2693,237.97,245.92
2021-05-18,2694,236.56,246.19
2021-05-19,2695,242.64,233.8
2021-05-20,2696,238.75,260.53
2021-05-21,2697,244.22,248.98
2021-05-22,2698,236.24,263.38
2021-05-23,2699,238.26,239.01
2021-05-24,2700,238.61,249.67
2021-05-25,2701,241.02,255.63
2021-05-26,2702,241.83,255.52
2021-05-27,2703,239.41,244.6
2021-05-28,2704,241.72,258.3
2021-05-29,2705,237.94,248.47
2021-05-30,2706,239.56,246.13
2021-05-31,2707,238.15,234.52
2021-06-01,2708,239.47,258.57
2021-06-02,2709,239.32,246.09
2021-06-03,2710,241.22,252.05
2021-06-04,2711,247.5,251.69
2021-06-05,2712,237.9,248.09
2021-06-06,2713,240.25,242.93
2021-06-07,2714,242.03,273.46
2021-06-08,2715,240.82,265.06
2021-06-09,2716,243.53,255.98
2021-06-10,2717,238.67,248.21
2021-06-11,2718,242.28,254.96
2021-06-12,2719,239.18,237.4
2021-06-13,2720,242.39,254.37
2021-06-14,2721,241.11,246.49
2021-06-15,2722,241.28,243.41
2021-06-16,2723,239.63,239.51
2021-06-17,2724,237.12,237.6
2021-06-18,2725,238.63,250.25
2021-06-19,2726,242.26,248.64
2021-06-20,2727,240.34,239.08
2021-06-21,2728,242.35,252.63
2021-06-22,2729,238.25,246.66
2021-06-23,2730,242.19,247.47
2021-06-24,2731,242.94,263.42
2021-06-25,2732,236.52,241.36
2021-06-26,2733,241.59,234.84
2021-06-27,2734,244.84,252.12
2021-06-28,2735,239.48,236.58
2021-06-29,2736,243.0,257.41
2021-06-30,2737,241.1,253.33
2021-07-01,2738,242.74,245.96
2021-07-02,2739,240.28,252.03
2021-07-03,2740,239.52,242.54
2021-07-04,2741,240.23,242.54
2021-07-05,2742,240.37,229.7
2021-07-06,2743,239.94,226.32
2021-07-07,2744,239.37,242.38
2021-07-08,2745,243.35,266.9
2021-07-09,2746,240.0,235.2
2021-07-10,2747,238.76,245.2
2021-07-11,2748,239.32,239.94
2021-07-12,2749,242.18,253.81
2021-07-13,2750,236.77,236.33
2021-07-14,2751,242.23,247.75
2021-07-15,2752,242.68,253.12
2021-07-16,2753,243.82,245.14
2021-07-17,2754,240.4,245.92
2021-07-18,2755,239.66,244.73
2021-07-19,2756,241.66,253.55
2021-07-20,2757,241.61,254.55
2021-07-21,2758,243.97,257.65
2021-07-22,2759,241.47,252.56
2021-07-23,2760,240.53,237.89
2021-07-24,2761,238.73,242.16
2021-07-25,2762,240.99,253.02
2021-07-26,2763,241.58,248.96
2021-07-27,2764,243.8,258.74
2021-07-28,2765,241.67,236.28
2021-07-29,2766,244.17,241.97
2021-07-30,2767,243.97,242.29
2021-07-31,2768,239.98,250.17
2021-08-01,2769,239.25,240.54
2021-08-02,2770,240.27,238.87
2021-08-03,2771,241.09,251.54
2021-08-04,2772,239.95,243.34
2021-08-05,2773,242.98,239.27
2021-08-06,2774,242.95,253.8
2021-08-07,2775,244.03,249.59
2021-08-08,2776,242.19,253.91
2021-08-09,2777,240.78,253.55
2021-08-10,2778,242.48,243.65
2021-08-11,2779,239.86,244.52
2021-08-12,2780,241.99,247.84
2021-08-13,2781,240.19,254.19
2021-08-14,2782,244.04,250.38
2021-08-15,2783,236.42,254.74
2021-08-16,2784,243.45,244.99
2021-08-17,2785,243.54,250.39
2021-08-18,2786,241.71,261.46
2021-08-19,2787,242.48,236.12
2021-08-20,2788,242.23,237.25
2021-08-21,2789,244.42,257.84
2021-08-22,2790,245.16,259.03
2021-08-23,2791,241.89,258.62
2021-08-24,2792,245.15,259.94
2021-08-25,2793,240.61,258.16
2021-08-26,2794,242.74,245.17
2021-08-27,2795,242.8,250.21
2021-08-28,2796,239.42,252.7
2021-08-29,2797,242.61,238.3
2021-08-30,2798,240.64,236.15
2021-08-31,2799,243.57,245.05
2021-09-01,2800,240.22,257.52
2021-09-02,2801,238.47,253.93
2021-09-03,2802,239.43,235.06
2021-09-04,2803,242.09,244.16
2021-09-05,2804,242.68,244.77
2021-09-06,2805,242.76,250.84
2021-09-07,2806,240.56,250.29
2021-09-08,2807,243.68,250.94
2021-09-09,2808,241.02,239.96
2021-09-10,2809,241.69,259.81
2021-09-11,2810,244.11,261.23
2021-09-12,2811,241.84,239.51
2021-09-13,2812,238.42,245.15
2021-09-14,2813,243.62,261.15
2021-09-15,2814,242.21,253.21
2021-09-16,2815,241.45,253.76
2021-09-17,2816,244.81,247.78
2021-09-18,2817,241.0,262.56
2021-09-19,2818,243.57,240.7
2021-09-20,2819,242.55,259.03
2021-09-21,2820,247.49,271.09
2021-09-22,2821,238.71,240.08
2021-09-23,2822,242.72,263.25
2021-09-24,2823,243.03,258.72
2021-09-25,2824,244.55,245.92
2021-09-26,2825,241.53,251.14
2021-09-27,2826,241.12,262.83
2021-09-28,2827,245.18,248.38
2021-09-29,2828,241.56,245.49
2021-09-30,2829,242.99,223.64
2021-10-01,2830,242.34,234.56
2021-10-02,2831,243.23,247.46
2021-10-03,2832,239.78,247.11
2021-10-04,2833,241.41,255.33
2021-10-05,2834,242.39,258.84
2021-10-06,2835,242.74,269.51
2021-10-07,2836,244.73,259.13
2021-10-08,2837,243.57,279.41
2021-10-09,2838,243.72,258.97
2021-10-10,2839,242.47,263.65
2021-10-11,2840,245.11,245.25
2021-10-12,2841,241.4,254.31
2021-10-13,2842,242.43,260.04
2021-10-14,2843,239.67,257.77
2021-10-15,2844,240.56,245.15
2021-10-16,2845,244.37,252.08
2021-10-17,2846,242.59,239.09
2021-10-18,2847,238.99,251.46
2021-10-19,2848,242.62,241.13
2021-10-20,2849,242.25,260.14
2021-10-21,2850,240.47,251.89
2021-10-22,2851,243.42,258.65
2021-10-23,2852,242.23,256.59
2021-10-24,2853,242.8,255.7
2021-10-25,2854,244.68,260.72
2021-10-26,2855,241.58,251.17
2021-10-27,2856,244.98,237.76
2021-10-28,2857,242.3,263.25
2021-10-29,2858,242.34,244.12
2021-10-30,2859,245.45,262.41
2021-10-31,2860,243.64,257.43
2021-11-01,2861,242.09,254.65
2021-11-02,2862,242.68,253.03
2021-11-03,2863,243.36,254.72
2021-11-04,2864,240.04,251.35
2021-11-05,2865,244.29,253.05
2021-11-06,2866,242.97,250.63
2021-11-07,2867,240.4,252.61
2021-11-08,2868,241.12,256.13
2021-11-09,2869,244.75,249.17
2021-11-10,2870,240.51,252.2
2021-11-11,2871,247.34,242.58
2021-11-12,2872,240.93,242.46
2021-11-13,2873,243.49,235.84
2021-11-14,2874,237.99,245.38
2021-11-15,2875,242.96,255.52
2021-11-16,2876,242.07,257.87
2021-11-17,2877,244.09,240.01
2021-11-18,2878,243.52,260.19
2021-11-19,2879,242.48,241.82
2021-11-20,2880,247.46,251.71
2021-11-21,2881,244.71,248.64
2021-11-22,2882,241.72,266.0
2021-11-23,2883,243.9,254.45
2021-11-24,2884,237.44,267.58
2021-11-25,2885,242.05,260.76
2021-11-26,2886,245.72,251.92
2021-11-27,2887,242.13,255.33
2021-11-28,2888,243.54,265.56
2021-11-29,2889,240.96,242.4
2021-11-30,2890,244.85,249.18
2021-12-01,2891,243.53,252.39
2021-12-02,2892,243.3,249.54
2021-12-03,2893,245.19,251.64
2021-12-04,2894,246.6,271.43
2021-12-05,2895,244.94,255.4
2021-12-06,2896,239.89,246.94
2021-12-07,2897,244.16,249.68
2021-12-08,2898,243.91,240.39
2021-12-09,2899,241.1,258.62
2021-12-10,2900,240.18,244.31
2021-12-11,2901,242.6,286.0
2021-12-12,2902,242.83,256.77
2021-12-13,2903,243.31,247.31
2021-12-14,2904,241.99,240.25
2021-12-15,2905,243.78,248.77
2021-12-16,2906,244.07,257.28
2021-12-17,2907,242.91,246.98
2021-12-18,2908,244.27,259.66
2021-12-19,2909,242.35,258.7
2021-12-20,2910,240.39,255.93
2021-12-21,2911,243.53,258.01
2021-12-22,2912,245.32,254.71
2021-12-23,2913,248.97,251.28
2021-12-24,2914,239.34,238.1
2021-12-25,2915,242.59,237.14
2021-12-26,2916,241.87,247.61
2021-12-27,2917,244.17,260.11
2021-12-28,2918,241.89,251.85
2021-12-29,2919,243.92,243.72
2021-12-30,2920,245.66,263.6
2021-12-31,2921,242.2,242.98
2022-01-01,2922,243.57,242.25
2022-01-02,2923,246.96,246.73
2022-01-03,2924,245.51,248.6
2022-01-04,2925,240.52,250.12
2022-01-05,2926,247.92,245.09
2022-01-06,2927,242.43,237.17
2022-01-07,2928,244.42,258.16
2022-01-08,2929,243.0,255.39
2022-01-09,2930,242.93,257.37
2022-01-10,2931,242.47,259.67
2022-01-11,2932,245.12,255.16
2022-01-12,2933,242.34,269.3
2022-01-13,2934,241.39,249.79
2022-01-14,2935,242.79,252.32
2022-01-15,2936,243.94,266.15
2022-01-16,2937,239.94,254.37
2022-01-17,2938,245.56,253.65
2022-01-18,2939,242.55,252.64
2022-01-19,2940,245.45,243.99
2022-01-20,2941,246.78,262.48
2022-01-21,2942,244.66,252.45
2022-01-22,2943,245.12,259.07
2022-01-23,2944,243.17,265.9
2022-01-24,2945,242.74,260.36
2022-01-25,2946,240.31,253.61
2022-01-26,2947,243.73,257.55
2022-01-27,2948,243.04,254.6
2022-01-28,2949,239.41,266.41
2022-01-29,2950,244.7,236.83
2022-01-30,2951,247.21,252.48
2022-01-31,2952,244.99,247.32
2022-02-01,2953,246.53,260.23
2022-02-02,2954,243.68,252.26
2022-02-03,2955,242.2,253.79
2022-02-04,2956,244.38,272.79
2022-02-05,2957,243.57,256.61
2022-02-06,2958,242.01,260.86
2022-02-07,2959,246.36,252.5
2022-02-08,2960,244.65,248.53
2022-02-09,2961,243.02,244.12
2022-02-10,2962,244.74,268.54
2022-02-11,2963,244.06,244.15
2022-02-12,2964,245.61,251.38
2022-02-13,2965,247.58,279.13
2022-02-14,2966,243.17,257.54
2022-02-15,2967,242.04,253.43
2022-02-16,2968,247.2,255.06
2022-02-17,2969,249.24,248.03
2022-02-18,2970,243.25,257.65
2022-02-19,2971,242.67,263.28
2022-02-20,2972,242.11,244.81
2022-02-21,2973,244.5,250.58
2022-02-22,2974,244.75,270.97
2022-02-23,2975,244.03,251.34
2022-02-24,2976,246.24,263.67
2022-02-25,2977,242.95,275.52
2022-02-26,2978,243.41,246.29
2022-02-27,2979,242.11,252.61
2022-02-28,2980,247.4,249.09
2022-03-01,2981,246.8,236.06
2022-03-02,2982,247.27,269.95
2022-03-03,2983,243.0,259.86
2022-03-04,2984,247.37,255.0
2022-03-05,2985,245.29,260.32
2022-03-06,2986,246.16,251.19
2022-03-07,2987,245.91,242.96
2022-03-08,2988,244.12,249.14
2022-03-09,2989,244.44,248.28
2022-03-10,2990,241.72,243.82
2022-03-11,2991,243.72,264.92
2022-03-12,2992,244.38,247.33
2022-03-13,2993,242.54,243.56
2022-03-14,2994,245.06,257.66
2022-03-15,2995,247.43,262.22
2022-03-16,2996,243.91,270.76
2022-03-17,2997,242.98,256.91
2022-03-18,2998,243.22,241.53
2022-03-19,2999,245.32,247.73
2022-03-20,3000,248.44,267.73
2022-03-21,3001,245.3,249.99
2022-03-22,3002,245.1,260.59
2022-03-23,3003,242.52,271.75
2022-03-24,3004,245.68,242.67
2022-03-25,3005,246.28,242.82
2022-03-26,3006,244.24,253.53
2022-03-27,3007,245.01,255.81
2022-03-28,3008,243.76,263.51
2022-03-29,3009,246.56,242.08
2022-03-30,3010,247.77,264.07
2022-03-31,3011,245.88,254.51
2022-04-01,3012,246.15,240.99
2022-04-02,3013,245.26,254.02
2022-04-03,3014,243.89,259.89
2022-04-04,3015,243.64,272.17
2022-04-05,3016,244.39,249.74
2022-04-06,3017,245.45,263.32
2022-04-07,3018,245.22,243.81
2022-04-08,3019,247.27,268.24
2022-04-09,3020,246.74,258.58
2022-04-10,3021,248.24,273.91
2022-04-11,3022,246.84,245.02
2022-04-12,3023,244.82,245.36
2022-04-13,3024,245.52,240.6
2022-04-14,3025,242.1,271.04
2022-04-15,3026,248.68,254.94
2022-04-16,3027,244.21,238.44
2022-04-17,3028,244.57,249.01
2022-04-18,3029,249.03,267.73
2022-04-19,3030,243.28,261.23
2022-04-20,3031,244.2,259.99
2022-04-21,3032,245.32,244.08
2022-04-22,3033,244.31,254.31
2022-04-23,3034,245.66,238.14
2022-04-24,3035,245.99,242.93
2022-04-25,3036,246.78,263.7
2022-04-26,3037,245.31,265.38
2022-04-27,3038,246.93,255.94
2022-04-28,3039,244.9,239.14
2022-04-29,3040,246.79,248.89
2022-04-30,3041,247.93,255.34
2022-05-01,3042,242.16,269.67
2022-05-02,3043,245.18,250.68
2022-05-03,3044,246.0,243.5
2022-05-04,3045,241.89,242.89
2022-05-05,3046,239.59,244.14
2022-05-06,3047,246.31,252.6
2022-05-07,3048,244.41,253.86
2022-05-08,3049,247.28,277.77
2022-05-09,3050,245.71,251.75
2022-05-10,3051,245.72,236.85
2022-05-11,3052,245.06,266.72
2022-05-12,3053,245.98,250.17
2022-05-13,3054,243.99,248.7
2022-05-14,3055,244.78,251.23
2022-05-15,3056,247.38,261.82
2022-05-16,3057,245.33,258.45
2022-05-17,3058,246.86,262.9
2022-05-18,3059,245.85,254.36
2022-05-19,3060,245.21,257.7
2022-05-20,3061,243.97,245.71
2022-05-21,3062,247.59,248.8
2022-05-22,3063,244.27,250.54
2022-05-23,3064,246.68,254.0
2022-05-24,3065,242.86,238.83
2022-05-25,3066,246.51,246.56
2022-05-26,3067,246.75,270.36
2022-05-27,3068,244.73,268.09
2022-05-28,3069,242.8,270.99
2022-05-29,3070,245.72,268.79
2022-05-30,3071,246.25,266.71
2022-05-31,3072,245.02,273.86
2022-06-01,3073,244.73,263.21
2022-06-02,3074,247.9,256.39
2022-06-03,3075,245.88,255.16
2022-06-04,3076,245.29,260.69
2022-06-05,3077,247.81,263.71
2022-06-06,3078,246.11,256.87
2022-06-07,3079,244.77,253.97
2022-06-08,3080,247.91,259.33
2022-06-09,3081,245.48,250.15
2022-06-10,3082,248.04,281.6
2022-06-11,3083,244.89,262.44
2022-06-12,3084,246.88,239.78
2022-06-13,3085,248.71,269.04
2022-06-14,3086,247.17,251.43
2022-06-15,3087,247.28,257.34
2022-06-16,3088,247.19,259.55
2022-06-17,3089,248.02,268.78
2022-06-18,3090,246.49,258.6
2022-06-19,3091,247.23,262.35
2022-06-20,3092,245.91,257.29
2022-06-21,3093,250.2,284.49
2022-06-22,3094,244.66,257.21
2022-06-23,3095,248.04,251.74
2022-06-24,3096,244.48,244.9
2022-06-25,3097,247.5,260.09
2022-06-26,3098,249.06,256.88
2022-06-27,3099,244.3,259.19
2022-06-28,3100,249.96,266.24
2022-06-29,3101,244.6,246.53
2022-06-30,3102,244.89,258.67
2022-07-01,3103,247.17,252.82
2022-07-02,3104,244.37,250.84
2022-07-03,3105,248.49,251.74
2022-07-04,3106,247.54,257.84
2022-07-05,3107,241.21,248.23
2022-07-06,3108,243.78,250.42
2022-07-07,3109,245.19,254.9
2022-07-08,3110,247.45,247.61
2022-07-09,3111,244.53,270.61
2022-07-10,3112,245.23,264.55
2022-07-11,3113,247.89,256.92
2022-07-12,3114,244.72,260.96
2022-07-13,3115,247.28,251.06
2022-07-14,3116,244.01,258.51
2022-07-15,3117,248.7,246.56
2022-07-16,3118,249.55,261.37
2022-07-17,3119,244.49,259.1
2022-07-18,3120,242.1,252.51
2022-07-19,3121,243.46,264.23
2022-07-20,3122,248.69,253.56
2022-07-21,3123,245.68,260.2
2022-07-22,3124,248.89,266.94
2022-07-23,3125,244.19,262.9
2022-07-24,3126,244.99,258.26
2022-07-25,3127,246.62,275.84
2022-07-26,3128,248.98,269.35
2022-07-27,3129,246.45,266.02
2022-07-28,3130,244.87,251.5
2022-07-29,3131,247.5,261.34
2022-07-30,3132,247.09,255.12
2022-07-31,3133,247.93,280.73
2022-08-01,3134,246.6,263.58
2022-08-02,3135,245.74,251.96
2022-08-03,3136,247.03,268.62
2022-08-04,3137,242.11,267.06
2022-08-05,3138,247.54,255.25
2022-08-06,3139,249.46,264.01
2022-08-07,3140,248.13,285.37
2022-08-08,3141,245.18,259.37
2022-08-09,3142,244.05,261.5
2022-08-10,3143,249.69,292.77
2022-08-11,3144,246.1,259.69
2022-08-12,3145,246.7,248.85
2022-08-13,3146,247.57,251.84
2022-08-14,3147,245.98,261.06
2022-08-15,3148,247.24,268.26
2022-08-16,3149,250.14,254.63
2022-08-17,3150,246.21,240.27
2022-08-18,3151,251.0,269.3
2022-08-19,3152,247.98,259.35
2022-08-20,3153,247.87,256.49
